,country,city,venue,dates,composer,work,listing_url
940,Belgium,Liège,Opéra Royal de Wallonie-Liège,"2019 April 09 20:00, April 11 20:00, April 14 15:00, April 17 20:00, April 20 20:00","Donizetti, Gaetano (1797-1848)",Anna Bolena,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/anna-bolena/09-april-2019/20-00
941,Germany,Berlin,Komische Oper Berlin,"2019 April 10, 21 19:00, May 03, 06, 17, 25, 29, June 11, 17, 20 (at 19:30 unless shown)","Ravel, Maurice (1875-1937)",L'Enfant et les sortilèges,https://bachtrack.com/opera-listing/komische-oper-berlin/petruschka-lenfant-et-les-sortileges/10-april-2019/19-30
942,Germany,Berlin,Komische Oper Berlin,"2019 April 10, 21 19:00, May 03, 06, 17, 25, 29, June 11, 17, 20 (at 19:30 unless shown)","Stravinsky, Igor (1882-1971)",Petrushka,https://bachtrack.com/opera-listing/komische-oper-berlin/petruschka-lenfant-et-les-sortileges/10-april-2019/19-30
943,France,Paris,Opéra Bastille,"2019 April 11, 14 14:30, 17, 20, 23, 26, 29, May 02, 05 14:30, 08, 11, 14, 17, 20, 23 (at 19:30 unless shown)","Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/opera-bastille/carmen/11-april-2019/19-30
944,Hungary,Budapest,Eiffel Art Studios: Bánffy Stage,"2019 April 12, 14, 25, 28 at 19:00","Purcell, Henry (1659-1695)",The Fairy Queen,https://bachtrack.com/opera-listing/eiffel-art-studios-banffy-stage/the-fairy-queen/12-april-2019/19-00
945,Germany,Leipzig,Opernhaus,"2019 April 13, May 04 at 17:00","Wagner, Richard (1813-1883)",Siegfried,https://bachtrack.com/opera-listing/opernhaus/siegfried/13-april-2019/17-00
946,United States,New York City,Lincoln Center: Metropolitan Opera House,"2019 April 13 11:30, May 02 18:00, May 09 18:00","Wagner, Richard (1813-1883)",Siegfried,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/siegfried/13-april-2019/11-30
947,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 April 13 18:00, April 17 19:30, April 22 19:30","Prokofiev, Sergei (1891-1953)",Betrothal in a Monastery,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/die-verlobung-im-kloster/13-april-2019/18-00
948,Germany,Baden Baden,Festspielhaus,"2019 April 13, 16, 19, 22 at 18:00","Verdi, Giuseppe (1813-1901)",Otello,https://bachtrack.com/opera-listing/festspielhaus-360/otello/13-april-2019/18-00
949,Germany,Berlin,Deutsche Oper,"2019 April 14, 19, 21 at 16:00","Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/deutsche-oper/parsifal/14-april-2019/16-00
950,Germany,Leipzig,Opernhaus,"2019 April 14, May 05 at 17:00","Wagner, Richard (1813-1883)",Götterdämmerung,https://bachtrack.com/opera-listing/opernhaus/gotterdammerung/14-april-2019/17-00
951,Austria,Vienna,Theater an der Wien,"2019 April 14, 16, 18, 24, 26, 28 at 19:00","Handel, George Frideric (1685-1759)",Orlando,https://bachtrack.com/opera-listing/theater-an-der-wien/orlando/14-april-2019/19-00
952,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 April 14, 18, 21 at 16:00","Wagner, Richard (1813-1883)",Die Meistersinger von Nürnberg,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/die-meistersinger-von-nurnberg/14-april-2019/16-00
953,Canada,Toronto,Four Seasons Centre for the Performing Arts,"2019 April 17, 26, 28, May 02, 04, 05, 07, 11, 17, 22 at 00:00","Puccini, Giacomo (1858-1924)",La bohème,https://bachtrack.com/opera-listing/four-seasons-centre-for-the-performing-arts/la-boheme/17-april-2019/00-00
954,Hungary,Budapest,Erkel Színház (Erkel Theatre),"2019 April 18, 25, 27, 28 at 19:00","Mascagni, Pietro (1863-1945)",Cavalleria rusticana,https://bachtrack.com/opera-listing/erkel-szinhaz-erkel-theatre/cavalleria-rusticana/18-april-2019/19-00
955,Hungary,Budapest,Erkel Színház (Erkel Theatre),"2019 April 18, 25, 27, 28 at 19:00","Leoncavallo, Ruggero (1857-1919)",Pagliacci,https://bachtrack.com/opera-listing/erkel-szinhaz-erkel-theatre/cavalleria-rusticana/18-april-2019/19-00
956,Austria,Vienna,Staatsoper,"2019 April 18, 21, 24 at 00:00","Wagner, Richard (1813-1883)",Parsifal,https://bachtrack.com/opera-listing/staatsoper/parsifal/18-april-2019/00-00
957,France,Paris,Château de Versailles: Royal Opera House,"2019 April 18, 19 at 20:00","Monteverdi, Claudio (1567-1643)","Il ritorno d'Ulisse in patria (The Return of Ulysses to his Country), SV 325",https://bachtrack.com/opera-listing/chateau-de-versailles-royal-opera-house/il-ritorno-dulisse-in-patria/18-april-2019/20-00
958,Germany,Munich,Nationaltheater,"2019 April 20, 24, 27, May 02 at 19:00","Puccini, Giacomo (1858-1924)",Turandot,https://bachtrack.com/opera-listing/nationaltheater-1927/turandot/20-april-2019/19-00
959,Hungary,Budapest,Eiffel Art Studios: Bánffy Stage,"2019 April 20, 22 at 19:00","Bach, Johann Sebastian (1685-1750)","St Matthew Passion, BWV244",https://bachtrack.com/concert-listing/eiffel-art-studios-banffy-stage/st-matthew-passion/20-april-2019/19-00
960,Hungary,Budapest,Eiffel Art Studios: Bánffy Stage,On Sunday 21 April 2019 at 19:00,"Mascagni, Pietro (1863-1945)",Cavalleria rusticana,https://bachtrack.com/concert-listing/eiffel-art-studios-banffy-stage/cavalleria-rusticana-messa-di-gloria/21-april-2019/19-00
961,Hungary,Budapest,Eiffel Art Studios: Bánffy Stage,On Sunday 21 April 2019 at 19:00,"Puccini, Giacomo (1858-1924)",Messa di Gloria,https://bachtrack.com/concert-listing/eiffel-art-studios-banffy-stage/cavalleria-rusticana-messa-di-gloria/21-april-2019/19-00
962,Germany,Frankfurt am Main,Oper Frankfurt,"2019 April 21 15:30, April 27 17:00, May 01 17:00, May 05 16:00, May 08 17:00","Wagner, Richard (1813-1883)",Die Walküre,https://bachtrack.com/opera-listing/oper-frankfurt/die-walkure/21-april-2019/15-30
963,Austria,Vienna,Staatsoper,"2019 April 22, 25, 28 at 00:00","Strauss, Richard (1864-1949)",Salome,https://bachtrack.com/opera-listing/staatsoper/salome/22-april-2019/00-00
964,Germany,Munich,Nationaltheater,"2019 April 22 18:00, April 25 19:30, April 28 18:00","Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/nationaltheater-1927/der-fliegende-hollander/22-april-2019/18-00
965,Spain,Madrid,Teatro Real,"2019 April 23, 24, 25, 27, 28 18:00, 30, May 01, 02, 06, 07, 08 (at 20:00 unless shown)","Verdi, Giuseppe (1813-1901)",Falstaff,https://bachtrack.com/opera-listing/teatro-real/falstaff/23-april-2019/20-00
966,Austria,Vienna,Staatsoper,"2019 April 23, 26, 29, May 02 at 00:00","Beethoven, Ludwig van (1770-1827)",Fidelio,https://bachtrack.com/opera-listing/staatsoper/fidelio/23-april-2019/00-00
967,Netherlands,Amsterdam,Dutch National Opera and Ballet,"2019 April 23, 26, 29, May 02, 05 14:00, 07, 10, 13 (at 20:00 unless shown)","Puccini, Giacomo (1858-1924)",Madama Butterfly,https://bachtrack.com/opera-listing/dutch-national-opera-and-ballet/madama-butterfly/23-april-2019/20-00
968,Italy,Milan,La Scala,"2019 April 23, 26, 28 15:00, 30, May 02, 05, June 19, 22 14:00 (at 20:00 unless shown)","Strauss, Richard (1864-1949)",Ariadne auf Naxos,https://bachtrack.com/opera-listing/la-scala/ariadne-auf-naxos/23-april-2019/20-00
969,United Kingdom,London,"Royal Opera House, Covent Garden","2019 April 23, 29, May 02, 07, 10 at 19:30","Britten, Benjamin (1913-1976)",Billy Budd,https://bachtrack.com/opera-listing/royal-opera-house-covent-garden/billy-budd/23-april-2019/19-30
970,United Kingdom,London,Barbican Hall,On Thursday 25 April 2019 at 19:30,"Ravel, Maurice (1875-1937)",Rapsodie espagnole,https://bachtrack.com/concert-listing/barbican-hall/bolero/25-april-2019/19-30
971,United Kingdom,London,Barbican Hall,On Thursday 25 April 2019 at 19:30,"Ravel, Maurice (1875-1937)",Boléro,https://bachtrack.com/concert-listing/barbican-hall/bolero/25-april-2019/19-30
972,United Kingdom,London,Barbican Hall,On Thursday 25 April 2019 at 19:30,"Ravel, Maurice (1875-1937)",L'Heure espagnole,https://bachtrack.com/concert-listing/barbican-hall/bolero/25-april-2019/19-30
973,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 April 25, 27, May 02, 08 at 19:00","Rossini, Gioachino (1792-1868)",Il barbiere di Siviglia (The Barber of Seville),https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/il-barbiere-di-siviglia/25-april-2019/19-00
974,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 April 25, 27, May 02, 08 at 19:00","Rossini, Gioachino (1792-1868)",Il barbiere di Siviglia (The Barber of Seville),https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/il-barbiere-di-siviglia/25-april-2019/19-00
975,United States,Philadelphia,Academy of Music,"2019 April 26 20:00, April 28 14:30, May 01 20:00, May 03 20:00, May 05 14:30","Puccini, Giacomo (1858-1924)",La bohème,https://bachtrack.com/opera-listing/academy-of-music/la-boheme/26-april-2019/20-00
976,United States,New York City,Lincoln Center: Metropolitan Opera House,"2019 April 26 20:00, May 01 19:30, May 04 11:00, May 10 19:30","Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/rigoletto/26-april-2019/20-00
977,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 April 26 19:00, April 28 15:00, 19:00, May 01 19:00","Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/die-zauberflote-schinkel/26-april-2019/19-00
978,United States,New York City,Lincoln Center: Metropolitan Opera House,"2019 April 27 11:00, May 04 18:00, May 11 18:00","Wagner, Richard (1813-1883)",Götterdämmerung,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/gotterdammerung/27-april-2019/11-00
979,Canada,Toronto,Four Seasons Centre for the Performing Arts,"2019 April 27, 30, May 03, 09, 12, 15, 18, 21 at 00:00","Verdi, Giuseppe (1813-1901)",Otello,https://bachtrack.com/opera-listing/four-seasons-centre-for-the-performing-arts/otello/27-april-2019/00-00
980,France,Paris,Opéra Bastille,"2019 April 27, 30, May 03, 06, 09, 12 14:30, 15, 18, 21, 30, June 04, 07, 12, 15 (at 19:30 unless shown)","Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/opera-bastille/die-zauberflote-la-flute-enchantee/27-april-2019/19-30
981,Austria,Vienna,Theater an der Wien,On Saturday 27 April 2019 at 19:00,"Handel, George Frideric (1685-1759)",Rinaldo,https://bachtrack.com/opera-listing/theater-an-der-wien/rinaldo-konzertant/27-april-2019/19-00
982,Switzerland,Zürich,Opernhaus,"2019 April 28, May 02, 05 14:00, 10, 14, 18, 23, 26, 29 (at 19:00 unless shown)","Rossini, Gioachino (1792-1868)",Il turco in Italia (The Turk in Italy),https://bachtrack.com/opera-listing/opernhaus-1069/il-turco-in-italia-the-turk-in-italy/28-april-2019/19-00
983,Switzerland,Geneva,Grand Théâtre,"2019 April 30 19:30, May 03 19:30, May 05 15:00, May 07 19:30, May 09 19:30, May 11 19:30","Charpentier, Marc-Antoine (1643-1704)",Médée,https://bachtrack.com/opera-listing/grand-theatre/medee/30-april-2019/19-30
984,Austria,Vienna,Kammeroper,"2019 April 30, May 02, 05, 07, 10, 12, 14, 18, 20 at 19:00","Bernstein, Leonard (1918-1990)",Candide,https://bachtrack.com/opera-listing/kammeroper/candide/30-april-2019/19-00
985,Austria,Vienna,Staatsoper,"2019 May 01, 04, 09, 12, 16 at 00:00","Verdi, Giuseppe (1813-1901)",Rigoletto,https://bachtrack.com/opera-listing/staatsoper/rigoletto/01-may-2019/00-00
986,United Kingdom,Leeds,Leeds Town Hall,"2019 May 01, 08, 11, 29, 31 at 19:00","Verdi, Giuseppe (1813-1901)",Aida,https://bachtrack.com/opera-listing/leeds-town-hall/aida/01-may-2019/19-00
987,Germany,Berlin,Deutsche Oper,"2019 May 01 18:00, May 04 19:30, May 09 19:30","Wagner, Richard (1813-1883)",Der fliegende Holländer (The Flying Dutchman),https://bachtrack.com/opera-listing/deutsche-oper/der-fliegende-hollander/01-may-2019/18-00
988,Belgium,Brussels,La Monnaie | De Munt: Grand Hall,"2019 May 02, 04, 07, 08, 10, 12 15:00, 14, 16, 17, 19 15:00 (at 18:00 unless shown)","Wagner, Richard (1813-1883)",Tristan und Isolde,https://bachtrack.com/opera-listing/la-monnaie-de-munt-grand-hall/tristan-und-isolde/02-may-2019/18-00
989,United States,Chicago,Lyric Opera House,"2019 May 03 19:00, May 04 19:00, May 05 13:30, May 09 19:00, May 10 20:00, May 11 13:30, 19:00, May 12 13:00, May 14 19:00, May 15 13:30, May 16 13:30, 19:00, May 17 19:00, May 18 13:30, 19:00, May 19 13:30, May 21 19:00, May 22 13:30, 19:00, May 23 19:00, May 24 19:00, May 25 13:30, 19:00, May 26 13:30, May 28 19:00, May 29 13:30, 19:00, May 30 19:00, May 31 19:00, June 01 13:30, 19:00, June 02 13:30","Bernstein, Leonard (1918-1990)",West Side Story,https://bachtrack.com/opera-listing/lyric-opera-house/west-side-story/03-may-2019/19-00
990,Germany,Berlin,"Berlin State Opera, Unter den Linden","2019 May 03 19:30, May 05 19:30, May 09 19:30, May 12 18:00","Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/berlin-state-opera-unter-den-linden/tosca/03-may-2019/19-30
991,United States,New York City,Lincoln Center: Metropolitan Opera House,"2019 May 03 19:30, May 08 19:30, May 11 12:00","Poulenc, Francis (1899-1963)",Dialogues des Carmélites,https://bachtrack.com/opera-listing/lincoln-center-metropolitan-opera-house/dialogues-des-carmelites/03-may-2019/19-30
992,United Kingdom,Glasgow,Theatre Royal,"2019 May 04 19:15, May 08 19:15, May 10 19:15, May 12 15:00, May 14 19:15, May 16 15:00, May 18 19:15","Mozart, Wolfgang Amadeus (1756-1791)",Die Zauberflöte (The Magic Flute),https://bachtrack.com/opera-listing/theatre-royal-43/the-magic-flute/04-may-2019/19-15
993,Germany,Munich,Nationaltheater,"2019 May 04, 07, 10 at 19:00","Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/nationaltheater-1927/tosca/04-may-2019/19-00
994,Canada,Montreal,Place des Arts: Salle Wilfrid-Pelletier,"2019 May 04, 07, 09, 11 at 19:30","Bizet, Georges (1838-1875)",Carmen,https://bachtrack.com/opera-listing/place-des-arts-salle-wilfrid-pelletier/carmen/04-may-2019/19-30
995,Germany,Munich,Nationaltheater,"2019 May 05 17:00, May 09 17:00, May 12 16:00","Wagner, Richard (1813-1883)",Tannhäuser,https://bachtrack.com/opera-listing/nationaltheater-1927/tannhauser/05-may-2019/17-00
996,Austria,Vienna,Staatsoper,"2019 May 05, 08, 11, 14 at 00:00","Verdi, Giuseppe (1813-1901)",Macbeth,https://bachtrack.com/opera-listing/staatsoper/macbeth/05-may-2019/00-00
997,Germany,Berlin,Komische Oper Berlin,"2019 May 09 19:30, May 16 19:30, May 23 20:00, May 26 18:00, June 12 19:30","Mussorgsky, Modest Petrovich (1839-1881)",Sorochyntsy Fair,https://bachtrack.com/opera-listing/komische-oper-berlin/der-jahrmarkt-von-sorotschinzi-the-fair-at-sorochyntsi/09-may-2019/19-30
998,Austria,Graz,Oper Graz,"2019 May 09 19:30, May 19 18:00, May 23 19:30","Weber, Carl Maria von (1786-1826)",Oberon,https://bachtrack.com/opera-listing/oper-graz/oberon-konzertant/09-may-2019/19-30
999,France,Paris,Palais Garnier (Opéra de Paris),"2019 May 09, 10, 13, 15, 16, 19 14:30, 21, 22, 24 (at 19:00 unless shown)","Tchaikovsky, Pyotr Ilyich (1840-1893)",Iolanta,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/iolanta-casse-noisette/09-may-2019/19-00
1000,France,Paris,Palais Garnier (Opéra de Paris),"2019 May 09, 10, 13, 15, 16, 19 14:30, 21, 22, 24 (at 19:00 unless shown)","Tchaikovsky, Pyotr Ilyich (1840-1893)",The Nutcracker,https://bachtrack.com/opera-listing/palais-garnier-opera-de-paris/iolanta-casse-noisette/09-may-2019/19-00
1001,United States,Washington,Kennedy Center: Opera House,"2019 May 11 19:00, May 12 14:00, May 14 19:30, May 17 19:30, May 19 14:00, May 20 19:00, May 22 19:30, May 25 19:00","Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/kennedy-center-opera-house/tosca/11-may-2019/19-00
1002,United Kingdom,London,Unicorn Theatre,"2019 May 11, 12, 14, 18, 19:00, 19, 23, 25, 19:00, 26, 28, 29, 30 19:00, June 01, 19:00, 02 (at 14:00 unless shown)","Purcell, Henry (1659-1695)",Dido and Aeneas,https://bachtrack.com/opera-listing/unicorn-theatre/dido-and-aeneas/11-may-2019/14-00
1003,Germany,Frankfurt am Main,Oper Frankfurt,"2019 May 12 18:00, May 17 19:00, May 19 18:00, May 23 19:00, May 25 18:00, May 30 18:00, June 01 19:00, June 08 19:00","Handel, George Frideric (1685-1759)","Rodelinda, regina de' Langobardi",https://bachtrack.com/opera-listing/oper-frankfurt/rodelinda/12-may-2019/18-00
1004,Spain,Barcelona,Gran Teatre del Liceu,"2019 May 13, 14, 16, 17, 19 17:00, 20, 22, 23, 24, 25 (at 20:00 unless shown)","Bizet, Georges (1838-1875)",Les Pêcheurs de perles (The Pearl Fishers),https://bachtrack.com/opera-listing/gran-teatre-del-liceu/les-pecheurs-de-perles-the-pearl-fishers/13-may-2019/20-00
1005,Austria,Vienna,Theater an der Wien,"2019 May 13, 15, 17, 19 at 19:00","Weber, Carl Maria von (1786-1826)",Oberon,https://bachtrack.com/opera-listing/theater-an-der-wien/oberon/13-may-2019/19-00
1006,France,Lyon,Opéra Nouvel,"2019 May 14, 16, 18, 20, 22, 24, 26 16:00 (at 20:00 unless shown)","Benjamin, George (b. 1960)",Lessons in Love and Violence,https://bachtrack.com/opera-listing/opera-nouvel/lessons-in-love-and-violence/14-may-2019/20-00
1007,Switzerland,Zürich,Opernhaus,"2019 May 15 19:30, May 17 19:30, May 19 14:30, May 22 19:30, May 25 19:30","Rossini, Gioachino (1792-1868)",Il barbiere di Siviglia (The Barber of Seville),https://bachtrack.com/opera-listing/opernhaus-1069/il-barbiere-di-siviglia-the-barber-of-seville/15-may-2019/19-30
1008,Belgium,Liège,Opéra Royal de Wallonie-Liège,"2019 May 15 20:00, May 17 20:00, May 19 15:00, May 21 20:00, May 24 20:00","Mozart, Wolfgang Amadeus (1756-1791)",La clemenza di Tito,https://bachtrack.com/opera-listing/opera-royal-de-wallonie-liege/la-clemenza-di-tito/15-may-2019/20-00
1009,United Kingdom,Nottingham,Theatre Royal and Royal Concert Hall,On Wednesday 15 May 2019 at 19:30,"Verdi, Giuseppe (1813-1901)",Aida,https://bachtrack.com/opera-listing/theatre-royal-4119/aida/15-may-2019/19-30
1010,Italy,Milan,La Scala,"2019 May 16, 19, 22, 25, 29, June 01, 03, 05 at 20:00","Mozart, Wolfgang Amadeus (1756-1791)","Idomeneo, rè di Creta",https://bachtrack.com/opera-listing/la-scala/idomeneo/16-may-2019/20-00
1011,Spain,Madrid,Teatro Real,On Thursday 16 May 2019 at 20:00,"Handel, George Frideric (1685-1759)",Agrippina,https://bachtrack.com/opera-listing/teatro-real/agrippina/16-may-2019/20-00
1012,Austria,Graz,Oper Graz,"2019 May 16 19:30, May 26 18:00, May 29 19:30, June 06 19:30, June 13 19:30","Puccini, Giacomo (1858-1924)",Tosca,https://bachtrack.com/opera-listing/oper-graz/tosca/16-may-2019/19-30
